1.28e+02,0.00e+00,0.00e+00,0.00e+00,0.00e+00,4.00e+00,1.00e+00
2.56e+02,0.00e+00,0.00e+00,0.00e+00,0.00e+00,4.00e+00,1.00e+00
3.84e+02,0.00e+00,0.00e+00,0.00e+00,0.00e+00,4.00e+00,1.00e+00
5.12e+02,0.00e+00,2.17e+00,2.17e+00,6.50e+00,4.00e+00,1.00e+00
6.40e+02,0.00e+00,6.95e+00,6.95e+00,2.09e+01,4.00e+00,1.00e+00
7.68e+02,0.00e+00,6.85e+00,6.95e+00,2.09e+01,4.00e+00,1.00e+00
8.96e+02,0.00e+00,9.91e+00,9.91e+00,2.19e+01,4.00e+00,1.00e+00
1.02e+03,0.00e+00,1.44e+01,1.44e+01,2.89e+01,4.00e+00,1.00e+00
1.15e+03,0.00e+00,1.11e+01,1.44e+01,2.89e+01,4.50e+00,2.00e+00
1.28e+03,0.00e+00,9.68e+00,1.44e+01,2.89e+01,4.00e+00,2.00e+00
1.41e+03,0.00e+00,9.04e+00,1.44e+01,2.89e+01,4.00e+00,1.00e+00
1.54e+03,0.00e+00,1.01e+01,1.44e+01,2.89e+01,6.00e+00,4.00e+00
1.66e+03,0.00e+00,1.17e+01,1.44e+01,2.89e+01,4.00e+00,1.00e+00
1.79e+03,0.00e+00,1.19e+01,1.44e+01,2.89e+01,4.50e+00,2.00e+00
1.92e+03,0.00e+00,1.09e+01,1.44e+01,2.89e+01,4.00e+00,1.00e+00
2.05e+03,0.00e+00,1.28e+01,1.44e+01,2.89e+01,4.00e+00,1.50e+00
2.18e+03,0.00e+00,1.26e+01,1.44e+01,2.89e+01,5.00e+00,2.00e+00
2.30e+03,0.00e+00,1.54e+01,1.54e+01,3.59e+01,4.00e+00,1.00e+00
2.43e+03,0.00e+00,1.34e+01,1.54e+01,3.59e+01,4.00e+00,1.00e+00
2.56e+03,0.00e+00,1.23e+01,1.54e+01,3.59e+01,5.00e+00,2.00e+00
2.69e+03,0.00e+00,1.19e+01,1.54e+01,3.59e+01,5.00e+00,2.00e+00
2.82e+03,0.00e+00,1.54e+01,1.54e+01,3.20e+01,5.00e+00,2.00e+00
2.94e+03,0.00e+00,1.76e+01,1.76e+01,4.00e+01,5.00e+00,2.00e+00
3.07e+03,6.99e+00,1.76e+01,1.76e+01,4.00e+01,7.00e+00,7.00e+00
3.20e+03,0.00e+00,1.61e+01,1.76e+01,4.00e+01,6.00e+00,5.00e+00
3.33e+03,0.00e+00,1.69e+01,1.76e+01,4.00e+01,5.00e+00,4.00e+00
3.46e+03,4.76e+00,1.79e+01,1.79e+01,2.90e+01,6.00e+00,5.00e+00
3.58e+03,4.26e+00,1.73e+01,1.79e+01,2.90e+01,6.00e+00,4.00e+00
3.71e+03,1.62e+00,1.36e+01,1.79e+01,2.90e+01,6.00e+00,4.00e+00
3.84e+03,0.00e+00,1.79e+01,1.79e+01,2.64e+01,5.00e+00,3.00e+00
3.97e+03,0.00e+00,1.78e+01,1.79e+01,2.64e+01,6.00e+00,4.00e+00
4.10e+03,0.00e+00,1.65e+01,1.79e+01,2.64e+01,6.00e+00,4.00e+00
4.22e+03,0.00e+00,1.65e+01,1.79e+01,2.64e+01,6.00e+00,4.00e+00
