1.28e+02,0.00e+00,1.55e+01,1.55e+01,3.10e+01,6.00e+00,5.00e+00
2.56e+02,1.30e+01,1.30e+01,1.55e+01,3.10e+01,6.00e+00,5.00e+00
3.84e+02,1.41e+01,1.41e+01,1.55e+01,3.10e+01,6.00e+00,2.00e+00
5.12e+02,1.01e+01,1.01e+01,1.55e+01,3.10e+01,6.00e+00,2.00e+00
6.40e+02,1.04e+01,1.04e+01,1.55e+01,3.10e+01,6.00e+00,2.00e+00
7.68e+02,1.47e+01,1.47e+01,1.55e+01,3.10e+01,6.00e+00,2.00e+00
8.96e+02,1.26e+01,1.26e+01,1.55e+01,3.10e+01,6.00e+00,2.00e+00
1.02e+03,1.78e+01,1.78e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
1.15e+03,1.76e+01,1.76e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
1.28e+03,1.40e+01,1.40e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
1.41e+03,1.29e+01,1.29e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
1.54e+03,9.71e+00,9.71e+00,1.78e+01,3.56e+01,6.00e+00,2.00e+00
1.66e+03,1.57e+01,1.57e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
1.79e+03,1.41e+01,1.41e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
1.92e+03,1.76e+01,1.76e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
2.05e+03,1.17e+01,1.17e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
2.18e+03,1.20e+01,1.20e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
2.30e+03,1.63e+01,1.63e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
2.43e+03,1.52e+01,1.52e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
2.56e+03,1.49e+01,1.49e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
2.69e+03,1.19e+01,1.19e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
2.82e+03,1.26e+01,1.26e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
2.94e+03,1.30e+01,1.30e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
3.07e+03,1.52e+01,1.52e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
3.20e+03,1.31e+01,1.31e+01,1.78e+01,3.56e+01,6.00e+00,2.00e+00
3.33e+03,1.91e+01,1.91e+01,1.91e+01,3.82e+01,6.00e+00,2.00e+00
3.46e+03,1.74e+01,1.74e+01,1.91e+01,3.82e+01,6.00e+00,2.00e+00
3.58e+03,1.36e+01,1.36e+01,1.91e+01,3.82e+01,6.00e+00,2.00e+00
3.71e+03,9.96e+00,9.96e+00,1.91e+01,3.82e+01,6.00e+00,2.00e+00
3.84e+03,1.41e+01,1.41e+01,1.91e+01,3.82e+01,6.00e+00,2.00e+00
3.97e+03,1.22e+01,1.22e+01,1.91e+01,3.82e+01,6.00e+00,2.00e+00
4.10e+03,1.37e+01,1.37e+01,1.91e+01,3.82e+01,6.00e+00,2.00e+00
4.22e+03,1.37e+01,1.37e+01,1.91e+01,3.82e+01,6.00e+00,2.00e+00
