episode,reward,sparse_reward
0,0.9375961625906313,0.0
1,0.5213567216536995,0.0
2,1.4894114124553612,0.0
3,1.0710440390076004,0.0
4,0.9964328498329227,0.0
5,1.047207118810434,0.0
6,1.546395398395847,0.0
7,0.950489978714977,0.0
8,0.5033966885207609,0.0
9,0.6640378392530156,0.0
10,0.36957587849099954,0.0
11,1.8761632244485376,0.0
12,1.3915152575507308,0.0
13,0.8507161580717199,0.0
14,0.6529700870046307,0.0
15,0.529895926984452,0.0
16,1.287875512763128,0.0
17,1.165377298683664,0.0
18,1.9809519548302779,0.0
19,0.6336991294533159,0.0
20,2.1953040021543635,0.0
21,0.4784756334800696,0.0
22,1.0848650277327585,0.0
23,0.8854298313233897,0.0
24,1.2935224478827276,0.0
25,0.5844377089523468,0.0
26,1.6404171235726575,0.0
27,1.7265953658821571,0.0
28,0.9820877814676774,0.0
29,0.7587525680597856,0.0
30,1.5683841580612625,0.0
31,2.4013668762625864,0.0
32,0.7270267721489777,0.0
33,1.3844794007946704,0.0
34,1.9197556496971089,0.0
35,0.7841254861923276,0.0
36,0.7878045917650265,0.0
37,0.7512920101931031,0.0
38,1.4533434490739043,0.0
39,0.9551681150924709,0.0
40,0.5915601852622321,0.0
41,1.6675385087142187,0.0
42,1.0529424719554303,0.0
43,0.8971740117617012,0.0
44,1.3783807072526928,0.0
45,1.3383284806789753,0.0
46,1.1625077150515306,0.0
47,0.7346481106791909,0.0
48,0.6920952808668969,0.0
49,1.4492646636171131,0.0
50,1.0950497248592415,0.0
51,1.4188042025905987,0.0
52,1.4530955684041322,0.0
53,0.7683082718867018,0.0
54,1.153504037406582,0.0
55,1.688559041202214,0.0
56,1.0298597794016147,0.0
57,0.9741288861748442,0.0
58,1.7389904423909597,0.0
59,1.0790308570182867,0.0
60,0.7699207131472449,0.0
61,0.8936480512606338,0.0
62,1.3375671087492136,0.0
63,2.0247228585255215,0.0
64,0.7079877339586399,0.0
65,1.6002248746781667,0.0
66,1.2889710039530664,0.0
67,1.4590735443009801,0.0
68,1.9458033920317641,0.0
69,0.8864880318290257,0.0
70,0.9657919858472308,0.0
71,0.7939350960917155,0.0
72,1.8075770714530546,0.0
73,0.6697773867391673,0.0
74,1.246335925777127,0.0
75,1.1499901002742028,0.0
76,1.3748584905417434,0.0
77,1.3044499322583039,0.0
78,0.37746677257970923,0.0
79,1.810350094766523,0.0
80,1.8072290870226522,0.0
81,1.2451381110984188,0.0
82,1.4540189115649202,0.0
83,1.1942638807345363,0.0
84,0.9213115971944963,0.0
85,1.3175659891295328,0.0
86,1.4763577483932526,0.0
87,0.7874819326303993,0.0
88,0.7862443713966196,0.0
89,0.95046400247665,0.0
90,1.5240916283669732,0.0
91,0.9047771546541673,0.0
92,0.9311349592400258,0.0
93,0.8306555861884268,0.0
94,0.9220346078798728,0.0
95,1.4330362116950728,0.0
96,0.9080668880141088,0.0
97,1.1368695708711583,0.0
98,0.9398793120509372,0.0
99,1.1015936474609318,0.0
100,2.1476750573723873,0.0
101,1.5254366325803312,0.0
102,1.1167053880665765,0.0
103,2.300836915314669,0.0
104,0.7118691939519926,0.0
105,1.1623338691288214,0.0
106,1.195329034475983,0.0
107,1.1080150252235692,0.0
108,1.1033081245120944,0.0
109,2.579064719811911,0.0
110,0.5519169971344521,0.0
111,0.946153181001809,0.0
112,0.4713185465697023,0.0
113,1.942519044328749,0.0
114,1.7564795234189055,0.0
115,2.638564146981619,0.0
116,0.8405059181474247,0.0
117,1.2564432916668347,0.0
118,0.9009478261833442,0.0
119,1.4792753080667924,0.0
120,1.2263918053765062,0.0
121,1.9809332639727666,0.0
122,2.053088031437162,0.0
123,1.0691314046371154,0.0
124,0.5242928519643736,0.0
125,0.6214113752200968,0.0
126,0.8079649056146951,0.0
127,0.6016021343608717,0.0
128,1.4683360968692678,0.0
129,1.2715118961596883,0.0
130,1.3479596690067126,0.0
131,2.3657608996860806,0.0
132,0.8111636505690505,0.0
133,0.8000678714020524,0.0
134,0.8818614294637154,0.0
135,1.3836178131957009,0.0
136,1.571986344166102,0.0
137,1.2597872599181872,0.0
138,2.098848366718223,0.0
139,1.5865594856187173,0.0
140,0.7499716726965616,0.0
141,0.721561302120706,0.0
142,1.8420360500885946,0.0
143,1.2667457488793845,0.0
144,1.049550880176355,0.0
145,1.6525874164419025,0.0
146,1.047979567163051,0.0
147,1.0804752360750105,0.0
148,1.246488929668696,0.0
149,2.0839015170759847,0.0
150,1.9283981568043562,0.0
151,1.0219813256324435,0.0
152,1.0744935824369635,0.0
153,0.7690076011822846,0.0
154,1.1586086219694278,0.0
155,1.1725122658241334,0.0
156,1.1599242398580012,0.0
157,1.1776386143421251,0.0
158,1.550285205134319,0.0
159,1.2425214102428153,0.0
160,1.6577151611632417,0.0
161,1.8204081555221645,0.0
162,0.6939548740799444,0.0
163,1.4547023630580447,0.0
164,1.0682544866687373,0.0
165,0.6329040752456287,0.0
166,1.213876318386949,0.0
167,3.0951581743125747,0.0
168,0.5932603845602905,0.0
169,1.991568898293074,0.0
170,1.1102797925476857,0.0
171,0.5680803552939897,0.0
172,1.5455571306966955,0.0
173,1.9530586201376625,0.0
174,0.9440143537925627,0.0
175,1.8408934109955128,0.0
176,1.3965702908812165,0.0
177,1.5709665914119568,0.0
178,2.7951082397409026,0.0
179,1.0355957417683546,0.0
180,1.0276966444791027,0.0
181,2.0270109933201312,0.0
182,0.6812538562338127,0.0
183,1.2177335751342455,0.0
184,0.8482523830814858,0.0
185,1.1240956101284891,0.0
186,0.9138656415355747,0.0
187,1.3822371465571437,0.0
188,2.3275776536088175,0.0
189,0.7957771497986138,0.0
190,1.7619355717228737,0.0
191,1.0169910816613956,0.0
192,1.4488652530632506,0.0
193,1.505385819992107,0.0
194,1.3263774396104395,0.0
195,0.43766383860180297,0.0
196,1.1767898269504207,0.0
197,1.727347872730717,0.0
198,0.7038998908495092,0.0
199,1.3148270963275974,0.0
200,1.662346102045669,0.0
201,2.118600732973174,0.0
202,1.912581429977007,0.0
203,1.383844887971639,0.0
204,1.9192486990891184,0.0
205,1.3787537333989326,0.0
206,1.0461792201462323,0.0
207,0.6322565242150717,0.0
208,1.566688813256426,0.0
209,1.1271913620283034,0.0
210,1.5637330461057184,0.0
211,1.6451726079932871,0.0
212,0.660409368463021,0.0
213,2.9857500178238126,0.0
214,2.867064971787078,0.0
215,1.9980539472045529,0.0
216,0.6886242493350054,0.0
217,2.2323872739061197,0.0
218,1.7462943440824217,0.0
219,1.1117192131300782,0.0
220,0.9969579927134549,0.0
221,1.7951454536517528,0.0
222,2.596569238471389,0.0
223,1.720468111864477,0.0
224,1.1307734737400135,0.0
225,2.958235280973379,0.0
226,0.6421461054163828,0.0
227,1.0994348052821412,0.0
228,2.319654753715212,0.0
229,1.4286795651047026,0.0
230,1.050386594853037,0.0
231,0.48087325030891315,0.0
232,1.9460205162477824,0.0
233,0.9916231019891742,0.0
234,2.911715849712405,0.0
235,1.6351703545150278,0.0
236,0.5470090210211386,0.0
237,2.028038006126202,0.0
238,1.0159256180926697,0.0
239,0.8591894930026094,0.0
240,1.9119000849225603,0.0
241,3.2182453417654657,0.0
242,2.078598389636816,0.0
243,1.404858608377011,0.0
244,0.9091425405491532,0.0
245,1.8597761161706794,0.0
246,1.9920967811161598,0.0
247,1.1210718102373125,0.0
248,0.863073696825242,0.0
249,1.2791157774645967,0.0
250,1.7083318426170013,0.0
251,3.4772565542030214,0.0
252,0.5976375163901154,0.0
253,0.6452049103776797,0.0
254,1.0241695361539016,0.0
255,1.8440421141288164,0.0
256,3.0210766867535495,0.0
257,1.1455889405749664,0.0
258,1.273613823264969,0.0
259,1.8500911178525334,0.0
260,1.1603625339150943,0.0
261,1.67765710291753,0.0
262,1.7122937950629074,0.0
263,1.6558227408386148,0.0
264,2.3778290872389345,0.0
265,0.7919340086683914,0.0
266,0.9858805854311603,0.0
267,2.084935507817141,0.0
268,1.2403558072749084,0.0
269,1.4993206142685986,0.0
270,1.7813782881277926,0.0
271,2.0379087942214094,0.0
272,2.1171234422811738,0.0
273,1.6534737462205582,0.0
274,0.7658319594659215,0.0
275,0.7002266120338978,0.0
276,0.9965402940195625,0.0
277,1.3843727147327314,0.0
278,2.4883061584977,0.0
